time,AP,ARR,ARW,G,OP,ORR,ORW
3340.0,415.52,376.62,453.75,809.24,616.02,778.29,477.38
3339.0,417.76,371.95,459.75,809.16,615.81,778.23,477.48
3336.0,421.64,378.76,453.54,808.91,613.3,778.24,477.45
3335.0,428.37,386.36,468.81,808.82,614.13,776.26,478.65
3334.0,412.01,386.82,464.69,808.74,612.96,779.3,476.09
3333.0,410.58,389.03,468.37,808.66,609.87,779.95,475.47
3332.0,438.42,404.04,489.83,808.58,618.65,777.05,478.7
3329.0,452.44,406.63,495.24,808.33,621.19,776.81,478.72
3328.0,452.56,406.91,485.88,808.25,618.99,779.26,478.46
3327.0,463.78,410.09,494.57,808.16,623.92,776.77,480.92
3326.0,472.84,410.6,500.87,808.08,627.13,774.31,481.76
3325.0,470.86,423.87,503.62,808.0,627.75,771.79,483.14
3322.0,459.96,421.17,497.75,807.75,625.88,771.79,482.48
3321.0,448.26,413.36,480.85,807.66,624.8,772.35,480.67
3320.0,446.71,411.17,480.37,807.58,627.15,771.57,481.83
3319.0,442.32,409.14,471.78,807.5,629.73,772.46,482.56
3318.0,459.57,402.63,465.13,807.41,629.87,774.37,482.95
3315.0,473.72,406.93,475.08,807.16,629.0,772.21,484.07
3314.0,477.78,415.25,477.19,807.07,627.88,773.01,484.28
3313.0,481.63,424.32,477.82,806.98,630.02,773.27,485.66
3312.0,476.95,413.64,466.3,806.89,630.78,772.83,483.7
3311.0,489.02,408.17,463.82,806.8,628.67,770.38,481.16
3308.0,477.09,400.93,456.86,806.5,628.08,771.66,478.7
3307.0,479.62,403.13,462.48,806.4,627.7,774.68,479.76
3306.0,493.36,406.61,463.08,806.3,632.29,777.2,479.17
3305.0,486.17,399.65,465.0,806.2,635.15,779.41,480.83
3304.0,488.91,415.75,478.15,806.1,635.99,780.16,482.87
3301.0,502.45,418.46,481.36,805.79,636.04,781.24,482.89
3300.0,498.28,413.02,472.24,805.69,633.52,783.23,480.49
3299.0,503.64,416.87,485.27,805.59,635.06,782.65,482.37
3298.0,519.23,428.64,491.74,805.48,633.22,781.3,483.16
3297.0,525.47,434.33,493.6,805.38,633.24,781.76,483.84
3294.0,532.08,442.98,507.96,805.07,629.68,781.15,484.66
3293.0,542.18,449.84,513.56,804.96,627.67,778.82,482.63
3292.0,548.0,450.29,526.95,804.85,628.26,777.65,484.79
3291.0,555.4,454.55,536.64,804.74,627.54,778.2,484.33
3290.0,544.1,452.65,529.91,804.64,627.33,781.91,480.06
3287.0,523.61,452.94,515.5,804.31,625.36,784.26,478.09
3285.0,523.61,441.76,504.32,804.1,625.2,785.41,477.94
3284.0,527.28,439.92,503.29,803.99,625.55,786.72,477.61
3283.0,521.38,433.44,496.6,803.88,624.45,786.78,476.58
3278.0,515.42,427.65,493.16,803.35,623.83,784.58,475.47
3277.0,515.42,427.73,494.86,803.23,623.75,784.21,475.29
3276.0,515.54,429.6,504.04,803.11,619.92,784.35,473.51
3273.0,522.75,435.71,515.77,802.75,619.27,782.76,472.83
3272.0,525.92,441.11,522.33,802.63,619.13,783.12,471.49
3271.0,525.0,444.85,519.0,802.51,618.14,781.08,467.32
3270.0,541.67,440.06,507.58,802.38,616.06,775.32,456.23
3269.0,531.28,428.86,500.2,802.26,616.16,771.86,453.67
3266.0,522.3,426.3,491.38,801.9,615.89,770.21,454.19
3265.0,538.08,429.29,505.08,801.78,615.8,770.96,455.34
3264.0,540.57,432.19,499.92,801.66,614.78,770.53,453.49
3263.0,543.39,427.21,479.9,801.53,618.77,770.38,450.38
3262.0,535.47,430.33,479.51,801.41,617.28,770.44,447.28
3259.0,514.63,410.08,447.35,801.04,614.69,774.63,444.64
3258.0,521.02,408.41,450.78,800.92,613.34,775.58,445.36
3257.0,507.46,415.18,452.08,800.8,608.59,775.87,444.9
3256.0,515.28,409.24,450.34,800.67,607.77,774.29,443.46
3255.0,507.33,402.07,460.13,800.55,608.57,771.03,445.09
3252.0,516.72,429.13,471.04,800.18,610.14,767.28,444.96
3251.0,525.12,425.58,470.2,800.06,606.89,766.86,442.91
3250.0,519.47,422.17,459.96,799.93,607.2,767.08,442.92
3249.0,518.45,416.16,449.53,799.81,605.72,764.58,440.67
3248.0,513.02,410.07,437.42,799.68,601.26,761.92,434.33
3245.0,481.49,386.2,422.78,799.31,597.04,764.0,426.95
3244.0,470.82,375.95,420.06,799.18,595.63,763.8,426.76
3243.0,494.15,397.72,440.51,799.06,595.9,758.72,430.84
3242.0,486.63,414.92,449.3,798.93,596.16,755.65,434.09
3241.0,501.93,413.72,465.08,798.8,596.99,754.76,435.97
3238.0,511.29,422.62,473.22,798.42,596.44,754.33,437.55
3237.0,503.42,428.8,468.24,798.29,594.29,752.77,436.71
3236.0,521.32,418.41,475.74,798.17,593.67,753.58,442.32
3234.0,543.83,448.6,515.11,797.91,597.7,751.96,451.07
3231.0,536.92,447.94,500.54,797.53,597.47,751.38,447.86
3230.0,527.97,441.77,494.87,797.4,597.2,750.71,446.41
3229.0,547.57,466.44,528.42,797.27,594.01,748.94,450.03
3228.0,558.09,476.76,530.76,797.15,590.49,747.83,453.21
3227.0,536.94,457.01,515.81,797.02,588.02,746.43,437.06
3224.0,537.39,455.17,504.78,796.64,585.96,744.59,432.32
3223.0,530.97,452.99,497.45,796.51,584.81,748.04,423.44
3222.0,520.57,440.99,454.13,796.38,586.28,747.72,411.79
3221.0,488.98,427.09,435.82,796.25,580.04,748.15,402.86
3220.0,477.14,401.87,410.91,796.13,571.81,749.72,394.91
3217.0,475.14,418.09,426.35,795.74,572.53,749.83,392.43
3216.0,492.08,434.87,459.21,795.62,569.66,749.69,399.43
3215.0,510.3,434.49,475.5,795.49,566.87,748.18,408.88
3214.0,544.57,461.03,511.63,795.36,584.87,744.42,434.07
3213.0,535.64,468.47,519.85,795.24,589.56,742.53,441.3
3210.0,534.66,451.86,501.78,794.85,589.48,741.88,445.54
3209.0,562.56,446.0,508.22,794.72,592.63,741.48,447.91
3208.0,579.88,451.67,545.02,794.59,596.28,739.46,456.2
3207.0,612.16,482.3,584.38,794.47,599.41,738.12,466.4
3206.0,590.89,471.41,554.46,794.34,598.12,741.94,447.91
3203.0,582.88,434.19,519.81,793.95,595.91,744.39,447.93
3202.0,629.51,454.53,541.03,793.83,602.45,747.18,474.76
3201.0,627.91,473.92,530.73,793.7,604.25,751.24,482.88
3200.0,635.84,489.07,572.32,793.57,604.01,752.76,494.44
3199.0,645.89,503.11,581.71,793.45,604.05,754.68,497.11
3196.0,680.85,530.64,635.99,793.07,604.36,747.28,510.08
3195.0,686.49,531.78,649.66,792.95,604.47,745.78,511.07
3194.0,697.66,549.65,670.1,792.82,603.89,742.82,515.28
3193.0,689.97,548.84,670.67,792.7,602.74,740.93,515.09
3192.0,680.37,540.93,661.52,792.57,602.61,743.62,519.05
3189.0,709.77,576.97,698.6,792.2,602.12,738.72,524.19
3188.0,708.44,581.4,709.71,792.08,602.6,736.84,526.17
3187.0,691.23,573.86,704.36,791.96,602.15,738.72,528.14
3186.0,689.12,576.17,703.6,791.84,602.06,735.67,529.33
3185.0,705.0,582.47,721.96,791.71,601.63,735.24,532.45
3182.0,706.87,591.31,715.13,791.35,602.61,736.32,533.09
3181.0,674.5,562.33,655.34,791.22,601.93,743.32,526.19
3180.0,669.83,551.69,656.14,791.1,601.05,745.1,524.39
3179.0,670.92,566.92,668.13,790.98,600.8,744.58,529.09
3178.0,691.65,570.57,699.08,790.86,599.94,742.72,537.55
3175.0,715.81,589.67,721.55,790.5,599.97,738.01,546.09
3174.0,714.35,581.36,709.38,790.38,600.33,741.32,547.93
3173.0,723.78,581.78,723.85,790.26,601.46,741.7,550.26
3172.0,735.5,582.01,731.04,790.14,596.21,742.29,550.56
3171.0,743.1,595.49,756.49,790.02,595.89,740.58,551.29
3168.0,728.86,583.65,734.59,789.66,596.77,743.03,550.52
3167.0,753.67,588.98,749.37,789.53,597.11,741.45,551.32
3166.0,752.02,603.87,763.4,789.41,595.84,740.55,552.16
3165.0,757.42,607.99,775.85,789.29,595.17,739.69,552.12
3164.0,739.59,610.87,780.34,789.17,595.41,739.18,552.16
3161.0,740.98,614.63,796.51,788.82,594.68,739.09,552.18
3160.0,735.74,615.61,796.97,788.7,594.21,738.58,551.62
3159.0,722.41,608.63,794.54,788.58,594.84,738.23,550.55
3158.0,729.46,605.02,783.06,788.46,596.71,739.32,549.98
3157.0,738.6,605.96,791.81,788.34,596.47,737.34,550.17
3154.0,740.78,611.43,796.14,787.98,595.29,736.41,549.84
3153.0,732.38,607.33,796.81,787.86,596.5,737.67,549.69
3152.0,732.14,605.21,799.93,787.73,596.86,738.6,550.0
3151.0,730.09,601.69,785.93,787.61,594.95,737.78,549.53
3150.0,746.47,610.25,798.73,787.49,595.16,738.17,549.95
3146.0,749.39,615.06,816.13,787.02,593.03,736.58,549.25
3145.0,751.89,612.73,808.45,786.9,592.78,736.22,548.8
3144.0,759.38,618.89,814.76,786.78,590.96,736.08,548.4
3143.0,749.4,624.06,820.69,786.66,590.54,734.13,547.44
3140.0,744.09,619.13,820.19,786.3,589.82,734.68,547.15
3139.0,749.89,616.82,833.53,786.18,590.9,734.12,548.52
3138.0,758.66,623.77,836.52,786.06,590.3,731.58,548.36
3137.0,771.63,620.05,826.96,785.94,588.95,731.24,548.17
3136.0,762.0,610.98,833.51,785.82,587.74,731.59,548.07
3133.0,768.56,616.39,849.38,785.46,588.01,730.74,548.12
3132.0,776.01,622.41,858.28,785.34,588.04,730.29,548.35
3131.0,776.27,625.74,855.9,785.22,586.84,728.6,547.04
3130.0,748.89,616.78,838.66,785.1,586.75,727.4,545.92
3129.0,749.42,613.7,844.96,784.98,585.93,726.29,545.77
3126.0,745.56,619.8,845.03,784.63,584.59,724.03,545.21
3125.0,739.63,621.26,858.5,784.51,584.1,724.34,545.83
3124.0,745.05,629.91,863.5,784.39,581.44,721.46,545.44
3123.0,729.84,626.69,852.87,784.27,583.08,722.48,544.36
3122.0,729.35,623.22,856.99,784.15,584.07,722.92,544.13
3119.0,712.93,620.49,842.58,783.79,583.84,723.71,543.58
3118.0,709.83,619.44,849.35,783.67,584.34,726.25,543.39
3117.0,688.01,610.22,837.72,783.55,584.72,727.9,542.42
3116.0,689.53,604.61,837.26,783.43,582.1,729.07,542.04
3115.0,709.24,611.86,856.97,783.31,583.26,728.04,542.81
3112.0,710.61,613.42,856.77,782.95,581.64,726.8,542.37
3111.0,722.37,619.32,851.95,782.83,581.02,728.75,543.59
3110.0,728.97,620.05,852.16,782.71,580.27,727.98,543.68
3109.0,719.01,621.72,841.49,782.59,579.55,726.99,542.04
3108.0,717.99,621.25,852.89,782.47,577.86,725.48,542.52
3105.0,717.66,622.07,846.88,782.11,575.3,724.52,541.54
3104.0,726.44,624.44,849.17,781.99,575.07,723.0,541.54
3103.0,730.33,625.49,866.55,781.87,574.78,721.45,541.74
3102.0,732.05,632.48,874.79,781.75,577.22,720.99,541.26
3101.0,742.2,636.31,888.26,781.63,576.24,722.3,542.96
3098.0,745.76,634.45,886.44,781.27,577.27,723.63,542.46
3097.0,760.04,636.79,897.34,781.15,579.58,723.33,543.13
3096.0,758.49,646.9,902.07,781.03,579.16,720.47,545.55
3095.0,756.63,643.85,891.18,780.92,578.19,719.94,546.19
3094.0,759.02,645.2,897.15,780.8,577.69,719.12,546.91
3091.0,771.01,647.58,905.01,780.44,577.43,718.61,547.66
3090.0,776.69,655.59,916.89,780.32,578.02,716.21,548.49
3089.0,768.69,658.27,925.55,780.2,579.23,718.04,549.81
3088.0,779.82,663.08,929.19,780.09,579.66,716.1,548.72
3087.0,776.44,662.6,921.12,779.97,578.84,714.68,548.5
3084.0,783.11,659.47,911.52,779.61,578.13,713.79,549.18
3083.0,780.59,654.35,913.73,779.49,577.05,716.27,550.39
3082.0,771.84,656.7,919.7,779.37,577.0,717.46,552.73
3081.0,786.15,663.1,924.55,779.25,577.08,718.4,552.87
3080.0,806.36,671.17,945.82,779.13,577.12,720.85,555.0
3077.0,818.91,674.18,956.91,778.78,577.52,722.64,555.54
3076.0,824.3,683.13,958.07,778.66,576.94,721.66,555.0
3075.0,819.73,677.39,949.98,778.54,579.77,723.65,555.74
3074.0,833.14,679.01,962.37,778.42,581.6,723.28,555.82
3073.0,826.87,681.72,974.76,778.31,582.04,723.0,555.01
3070.0,830.85,685.63,976.18,777.95,582.28,722.12,554.06
3069.0,830.52,683.35,970.2,777.84,582.43,720.48,552.95
3068.0,837.35,681.16,965.46,777.72,583.57,723.14,553.96
3067.0,832.77,680.18,962.9,777.6,583.85,724.12,554.81
3066.0,833.03,679.65,963.81,777.49,582.87,725.86,555.7
3063.0,831.46,681.85,974.34,777.13,582.81,725.86,555.72
3061.0,840.34,687.81,992.42,776.9,582.72,727.63,557.55
3060.0,840.06,693.81,992.78,776.78,581.27,729.02,557.06
3059.0,852.16,698.82,1003.96,776.67,582.39,727.41,556.53
3056.0,855.25,696.42,996.96,776.32,584.36,727.99,556.14
3055.0,850.86,692.2,983.18,776.2,583.86,726.91,554.18
3054.0,861.07,686.18,973.03,776.08,584.23,727.05,553.09
3053.0,855.01,684.12,971.56,775.97,584.67,729.97,553.72
3052.0,853.52,684.2,963.01,775.85,585.7,732.89,554.9
3049.0,846.61,678.95,958.88,775.5,585.68,733.95,554.93
3048.0,849.25,684.27,964.48,775.38,585.66,731.61,555.0
3047.0,858.2,682.51,971.36,775.27,585.39,728.98,554.88
3046.0,845.38,688.0,978.06,775.15,585.93,729.46,555.51
3045.0,843.22,684.92,973.8,775.04,586.0,728.42,555.59
3042.0,830.16,685.07,971.96,774.69,585.84,728.42,555.72
3040.0,830.16,676.28,960.01,774.46,586.01,730.72,553.63
3039.0,821.73,676.58,951.71,774.34,585.71,728.91,552.4
3038.0,833.03,679.79,961.91,774.22,585.59,727.39,551.48
3035.0,824.28,678.27,957.9,773.88,585.05,726.91,550.83
3034.0,820.34,672.55,956.51,773.76,585.21,728.42,551.88
3033.0,810.19,673.93,960.05,773.65,584.92,731.07,552.97
3032.0,824.12,673.34,958.29,773.53,585.24,730.4,552.97
3031.0,835.39,677.09,956.14,773.42,585.36,731.29,553.61
3028.0,843.12,673.74,947.97,773.07,585.73,730.9,553.93
3027.0,833.87,667.01,946.77,772.96,583.71,732.42,554.5
3026.0,835.53,668.28,940.03,772.84,583.8,734.44,555.36
3025.0,833.27,654.17,929.7,772.73,584.4,737.75,555.29
3024.0,826.78,651.85,925.54,772.61,583.56,739.45,555.35
3021.0,831.9,655.96,936.37,772.27,582.21,739.42,555.26
3020.0,852.15,663.28,934.98,772.16,581.96,737.97,554.31
3019.0,859.59,662.04,928.77,772.04,581.58,737.74,553.81
3018.0,853.85,665.96,931.01,771.93,582.38,736.82,552.84
3017.0,864.8,670.6,936.13,771.81,582.4,736.92,552.44
3014.0,859.83,668.16,924.58,771.48,581.74,738.68,551.92
3013.0,851.0,665.26,922.8,771.36,581.29,736.68,550.1
3012.0,857.2,663.53,918.98,771.25,582.0,736.59,549.31
3011.0,859.04,658.02,901.53,771.14,582.99,737.21,548.47
3010.0,848.51,645.71,894.77,771.03,582.67,740.24,548.67
3007.0,847.33,644.96,900.67,770.69,582.63,739.18,549.06
3006.0,849.74,648.16,896.17,770.58,582.93,738.39,549.17
3005.0,838.48,649.34,896.81,770.47,582.28,739.34,549.47
3004.0,836.51,649.51,894.54,770.36,583.16,739.77,549.87
3000.0,810.75,632.66,856.04,769.93,581.27,743.53,549.76
2999.0,810.75,631.62,851.59,769.82,580.38,743.42,549.77
2998.0,826.32,629.96,866.16,769.71,580.92,742.74,549.46
2997.0,820.95,639.61,865.54,769.6,580.27,740.86,548.56
2996.0,793.03,620.95,850.42,769.5,579.32,743.45,545.73
2993.0,815.6,632.82,885.3,769.17,580.23,742.23,546.98
2992.0,820.2,641.13,890.49,769.07,580.22,740.69,547.25
2991.0,842.29,642.04,913.22,768.96,578.29,740.45,548.49
2990.0,837.8,637.81,903.92,768.85,578.15,739.42,547.39
2989.0,819.81,625.63,886.08,768.75,577.77,741.96,547.3
2986.0,808.04,633.89,903.04,768.43,577.24,739.57,547.26
2985.0,817.23,641.32,922.44,768.32,577.53,738.74,548.5
2984.0,826.36,647.4,920.88,768.21,579.56,737.15,549.23
2983.0,808.58,642.12,916.53,768.11,580.59,739.57,548.74
2982.0,822.57,645.65,922.79,768.0,580.4,740.11,548.43
2979.0,835.61,651.17,939.25,767.68,580.14,739.56,549.18
2978.0,852.57,663.1,956.85,767.58,579.92,734.81,548.49
2977.0,859.23,668.2,955.99,767.48,580.8,731.1,547.27
2976.0,861.19,663.78,942.51,767.37,581.65,730.86,547.18
2975.0,869.26,657.48,934.64,767.27,580.85,730.79,545.88
2972.0,867.74,648.21,926.4,766.96,580.61,733.21,545.85
2971.0,874.61,647.56,929.42,766.86,580.72,732.72,545.33
2970.0,877.86,645.84,918.43,766.76,580.82,732.28,544.05
2969.0,883.19,649.84,928.71,766.66,581.24,732.8,544.88
2968.0,884.41,646.78,919.98,766.56,581.56,733.15,545.26
2965.0,867.32,644.19,914.19,766.25,581.25,734.36,545.28
2964.0,880.63,646.77,915.59,766.15,583.89,733.23,546.07
2963.0,875.92,646.57,897.93,766.05,584.75,735.25,547.09
2962.0,870.31,643.49,890.45,765.95,584.48,735.19,546.43
2961.0,844.42,633.93,877.95,765.85,584.86,737.93,545.4
2958.0,838.35,633.96,886.09,765.55,584.52,737.42,545.17
2957.0,832.69,634.73,886.15,765.45,586.06,736.63,548.13
2956.0,844.97,638.14,892.95,765.35,585.54,737.0,549.95
2955.0,843.43,642.44,909.58,765.25,586.77,737.29,550.02
2954.0,871.19,661.74,920.06,765.15,586.65,734.66,550.67
2951.0,865.15,663.03,903.62,764.85,587.02,736.01,550.61
2950.0,842.18,654.49,880.75,764.75,585.99,734.97,550.01
2949.0,855.51,647.63,882.82,764.65,584.56,732.03,549.66
2948.0,848.54,651.17,891.13,764.55,585.15,732.32,549.44
2947.0,826.1,645.17,880.13,764.46,584.68,734.68,549.43
2944.0,842.54,643.38,896.67,764.16,583.23,733.1,549.13
2943.0,840.29,643.76,876.39,764.06,583.08,733.09,549.1
2942.0,810.64,626.47,855.78,763.96,583.79,738.06,548.31
2941.0,808.39,624.17,845.44,763.86,582.49,735.56,547.57
2940.0,795.84,625.69,866.41,763.76,581.52,735.79,548.48
2937.0,842.24,642.78,914.47,763.47,580.63,734.22,548.5
2936.0,833.3,647.2,917.71,763.37,580.79,733.84,549.53
2935.0,828.35,655.52,922.56,763.27,580.06,733.43,550.02
2934.0,854.87,665.34,957.6,763.17,580.32,731.92,549.41
2933.0,885.88,679.78,973.31,763.07,579.26,730.44,548.93
2930.0,895.17,674.02,970.07,762.77,579.01,729.77,548.52
2929.0,907.91,679.58,975.41,762.67,579.68,728.8,548.08
2928.0,926.62,679.48,979.52,762.57,579.27,729.53,548.43
2927.0,947.5,678.35,974.71,762.48,578.53,727.78,549.01
2926.0,942.95,682.37,965.47,762.38,577.67,728.64,547.99
2923.0,959.52,684.83,978.04,762.08,577.04,728.6,547.43
2922.0,970.25,698.04,979.82,761.98,575.88,726.74,547.18
2921.0,969.08,698.7,985.35,761.88,575.19,726.31,547.14
2919.0,973.53,702.89,992.58,761.68,576.48,722.76,546.04
2916.0,973.53,705.27,993.55,761.38,576.34,722.21,545.61
2915.0,990.08,703.41,994.5,761.27,576.27,719.55,545.05
2912.0,977.75,703.03,986.61,760.96,576.06,719.88,545.24
2909.0,977.75,699.45,971.01,760.65,575.84,720.29,545.13
2908.0,969.62,689.97,956.6,760.55,575.8,722.95,545.04
2907.0,964.76,688.11,957.33,760.45,575.53,721.51,544.58
2906.0,965.71,689.86,951.9,760.34,575.03,720.36,543.88
2905.0,971.89,688.23,947.82,760.24,573.49,719.13,543.09
2902.0,995.92,699.9,977.03,759.93,575.04,718.17,543.89
2901.0,1013.06,707.54,989.68,759.83,575.99,719.45,544.58
2900.0,1027.85,716.07,1011.0,759.73,576.63,719.56,545.49
2899.0,1023.35,714.8,1016.04,759.63,576.74,721.09,545.24
2898.0,1030.31,723.27,1014.4,759.52,577.0,719.27,544.51
2895.0,1026.84,718.85,1018.51,759.22,577.12,720.32,544.59
2894.0,1019.56,716.4,1016.92,759.11,577.27,723.63,544.67
2893.0,1019.45,710.79,1008.98,759.01,577.56,725.84,544.63
2892.0,991.33,704.0,992.73,758.91,575.63,726.47,543.84
2891.0,988.66,708.37,990.1,758.81,575.07,725.01,544.23
2888.0,994.01,711.08,989.26,758.51,576.19,722.84,542.98
2887.0,987.48,707.35,978.3,758.42,577.26,723.91,540.92
2886.0,984.02,703.6,961.65,758.32,577.97,722.03,539.81
2885.0,964.68,691.43,950.34,758.23,575.9,724.1,537.71
2884.0,977.94,688.07,959.64,758.13,575.13,725.52,537.77
2881.0,990.61,693.37,948.96,757.86,574.96,724.49,537.28
2880.0,985.08,685.5,948.47,757.76,574.98,724.84,537.65
2879.0,972.42,683.65,950.63,757.67,575.81,724.58,537.65
2878.0,984.89,694.73,979.3,757.58,576.68,722.79,539.89
2877.0,979.37,688.75,978.22,757.49,577.23,723.48,539.74
2874.0,977.4,698.79,991.61,757.22,577.61,721.7,540.27
2873.0,975.76,700.32,1005.15,757.13,578.04,720.81,540.31
2872.0,999.38,709.33,1015.93,757.04,578.19,718.99,541.47
2871.0,1010.96,706.8,987.6,756.94,579.06,719.61,540.38
2870.0,997.03,696.56,981.61,756.85,579.26,719.88,540.82
2867.0,1013.24,705.23,1014.24,756.58,579.43,719.94,540.84
2866.0,1031.38,714.32,1017.27,756.49,579.27,718.4,540.25
2865.0,1042.85,717.95,1032.3,756.4,579.05,717.19,541.62
2864.0,1063.23,726.18,1033.32,756.31,579.37,716.16,543.41
2863.0,1065.03,719.5,1020.08,756.22,579.68,716.59,543.07
2860.0,1069.65,724.37,1037.14,755.96,581.97,716.74,544.77
2858.0,1085.26,738.2,1056.67,755.78,582.21,713.3,544.64
2857.0,1089.5,730.8,1052.21,755.69,582.25,715.08,543.84
2856.0,1095.67,734.23,1056.77,755.6,582.59,715.43,543.35
2853.0,1088.11,728.8,1037.57,755.33,582.31,714.94,542.34
2852.0,1091.28,719.51,1017.93,755.24,583.11,716.03,541.24
2851.0,1087.26,716.48,1004.58,755.16,582.63,716.69,540.16
2850.0,1093.81,718.68,1006.99,755.07,583.0,714.54,539.63
2849.0,1072.31,711.24,982.34,754.98,581.22,714.8,538.76
2846.0,1079.36,716.24,1003.0,754.71,579.42,713.82,539.36
2845.0,1070.07,727.4,1014.24,754.62,578.23,710.61,539.27
2844.0,1088.35,726.38,1014.78,754.53,578.12,708.85,538.29
2843.0,1083.9,724.27,1011.03,754.45,578.18,706.32,537.26
2842.0,1100.78,730.97,1022.32,754.36,578.67,705.86,536.95
2839.0,1093.58,735.1,1012.29,754.09,580.13,706.26,537.18
2838.0,1098.65,735.06,1021.53,754.01,579.86,707.03,536.99
2837.0,1079.49,733.11,1008.66,753.92,579.85,707.74,535.97
2836.0,1082.73,731.89,1000.83,753.83,579.62,708.96,535.33
2835.0,1058.64,727.07,993.44,753.74,579.34,708.29,534.05
2832.0,1056.09,730.46,990.17,753.48,579.12,708.35,534.07
2831.0,1048.71,724.42,975.86,753.39,578.81,709.91,534.44
2830.0,1047.7,724.09,983.52,753.3,578.64,709.16,533.99
2829.0,1052.52,725.02,988.83,753.21,578.99,709.37,533.96
2828.0,1034.76,724.53,970.04,753.13,578.92,709.22,532.84
2825.0,1032.6,718.37,960.59,752.86,578.75,708.68,531.83
2824.0,1043.05,717.46,959.13,752.78,578.11,707.0,532.08
2823.0,1047.14,711.62,943.67,752.69,578.12,706.81,531.44
2822.0,1044.63,708.85,935.44,752.6,578.58,707.49,531.44
2821.0,1053.08,709.36,938.63,752.51,578.51,706.53,531.28
2818.0,1066.92,710.24,928.86,752.25,578.3,706.65,531.47
2817.0,1072.9,708.6,923.45,752.16,578.63,707.23,529.86
2816.0,1072.01,708.51,917.67,752.07,579.29,709.45,531.75
2815.0,1037.37,696.45,890.44,751.98,578.27,711.38,529.65
2814.0,1027.47,686.34,883.64,751.89,578.52,712.45,526.58
2811.0,1027.77,691.24,890.02,751.63,579.07,712.3,526.41
2810.0,1033.22,692.18,885.4,751.54,579.59,711.85,525.21
2809.0,1019.73,688.42,876.98,751.45,576.23,713.25,524.06
2808.0,1001.71,686.68,875.59,751.37,576.09,713.87,523.2
2807.0,994.44,678.06,866.51,751.28,575.68,715.06,521.82
2804.0,1011.12,681.57,875.76,751.02,575.32,712.93,521.55
2803.0,1021.24,689.76,879.87,750.93,575.37,709.89,521.13
2802.0,1029.19,686.83,873.42,750.84,574.99,709.93,520.72
2801.0,1045.88,693.43,877.43,750.75,574.8,707.38,520.45
2800.0,1039.19,689.35,877.9,750.67,574.75,707.47,519.67
2797.0,1034.9,688.92,874.08,750.41,574.38,708.3,519.69
2796.0,1008.7,680.49,855.71,750.32,574.11,709.03,518.03
2795.0,1025.73,679.09,845.74,750.23,574.18,708.49,517.49
2794.0,1014.65,672.62,847.47,750.15,574.65,708.37,516.5
2793.0,1025.67,683.56,853.99,750.06,573.94,707.18,516.91
2790.0,1029.95,685.2,839.64,749.81,574.22,706.99,515.29
2789.0,1015.13,680.19,836.33,749.73,574.01,706.81,514.39
2788.0,1006.37,676.87,823.28,749.64,574.07,706.77,513.43
2787.0,965.84,669.45,804.62,749.56,573.64,708.53,510.98
2786.0,975.05,667.12,805.91,749.47,574.08,706.96,510.44
2783.0,972.67,663.38,779.43,749.22,575.15,706.72,511.22
2782.0,958.48,653.45,778.59,749.14,573.52,706.57,509.06
2780.0,1011.13,670.76,838.07,748.97,575.28,702.57,516.81
2779.0,1020.82,679.52,848.93,748.89,577.05,701.47,518.59
2776.0,996.34,676.28,841.26,748.64,576.86,701.7,517.53
2775.0,1026.46,685.57,867.04,748.56,576.74,699.93,518.41
2774.0,1043.27,699.21,877.15,748.48,577.12,698.83,520.4
2773.0,1044.75,688.77,855.37,748.39,577.34,701.67,517.79
2772.0,1034.12,685.03,851.95,748.31,577.04,701.96,516.58
2769.0,1045.74,680.16,867.51,748.06,576.8,701.91,516.95
2768.0,1057.9,689.13,867.89,747.98,576.41,699.99,515.67
2767.0,1054.9,685.69,863.19,747.9,575.85,700.9,514.13
2766.0,1073.68,689.3,890.6,747.82,576.04,700.23,514.39
2765.0,1060.29,688.64,877.41,747.73,575.72,700.38,512.78
2762.0,1064.24,685.21,870.64,747.49,575.66,700.51,512.31
2761.0,1072.61,694.51,896.52,747.4,575.71,699.48,512.27
2760.0,1097.91,708.59,915.02,747.32,576.87,697.15,518.26
2759.0,1102.83,711.7,921.45,747.24,576.44,695.98,518.6
2758.0,1114.14,720.81,925.95,747.16,576.89,695.76,520.84
2755.0,1098.61,719.38,917.13,746.91,576.17,695.46,521.68
2754.0,1108.11,724.37,912.13,746.83,575.46,692.68,522.42
2753.0,1092.05,720.03,903.49,746.74,575.58,692.52,521.63
2752.0,1092.48,723.13,909.08,746.66,575.54,690.5,522.27
2751.0,1096.0,723.99,909.13,746.58,575.29,691.13,522.1
2748.0,1105.49,724.29,913.22,746.34,575.3,689.73,521.4
2747.0,1103.46,720.9,901.76,746.25,574.56,690.22,521.42
2746.0,1101.36,712.57,889.91,746.17,573.69,691.49,520.99
2745.0,1104.68,711.66,891.54,746.09,573.15,690.85,521.2
2744.0,1122.36,716.72,893.61,746.01,572.79,688.3,521.04
2741.0,1126.83,714.98,884.01,745.76,572.65,688.0,520.5
2740.0,1113.82,712.08,877.75,745.68,573.05,688.97,520.99
2739.0,1116.92,713.31,876.41,745.6,573.22,690.69,522.29
2738.0,1111.2,712.11,871.65,745.52,572.86,691.4,522.3
2737.0,1095.62,709.09,859.93,745.44,573.34,692.72,521.98
